ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,SellingStoresRatio,SalesQuantity,revenues,Category,SubCategory,Cat,SubCat,Item
bYzjfgE53,2019,7,Stores,YXX,19.83,0.0217,9.0,178.47,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,bYzjf
a9hB0UQ19,2019,7,Stores,AXX,19.96,0.3566,102.0,2035.92,bwPDJC3m,xdDed-iG,bwPD,xdDe,a9hB0
a9hB0UQ19,2019,7,Stores,YXX,19.96,0.0364,12.0,239.52,bwPDJC3m,xdDed-iG,bwPD,xdDe,a9hB0
jEq_e-427,2019,7,Stores,AXX,18.48,0.1297,22.0,406.56,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,jEq_e
qkyuBKM89,2019,7,Stores,AXX,18.48,0.5313,16.0,295.68,HZlnatsW,yo2ZtUyf,HZln,yo2Z,qkyuB
qkyuBKM89,2019,7,Stores,YXX,16.83,0.0158,1.0,16.83,HZlnatsW,yo2ZtUyf,HZln,yo2Z,qkyuB
S0XbYsU43,2019,7,Stores,AXX,22.68,0.4176999999999999,107.0,2426.76,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,S0XbY
S0XbYsU43,2019,7,Stores,YXX,22.68,0.0565,6.0,136.08,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,S0XbY
Gc32oYA87,2019,7,Stores,AXX,17.58,0.1845,23.0,404.34,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Gc32o
8vk1FOg25,2019,7,Stores,AXX,21.08,0.6623,23.0,484.84,HZlnatsW,yo2ZtUyf,HZln,yo2Z,8vk1F
8vk1FOg25,2019,7,Stores,YXX,25.33,0.1571,5.0,126.65,HZlnatsW,yo2ZtUyf,HZln,yo2Z,8vk1F
tfmHJH868,2019,7,Stores,YXX,23.77,0.1066,14.0,332.78,H80alU8y,qE16z6jO,H80a,qE16,tfmHJ
2L2l5KY52,2019,7,Stores,AXX,14.48,0.2156,28.0,405.44,HZlnatsW,14iCK1vp,HZln,14iC,2L2l5
2L2l5KY52,2019,7,Stores,YXX,15.83,0.0659,2.0,31.66,HZlnatsW,14iCK1vp,HZln,14iC,2L2l5
52EVihM31,2019,7,Stores,YXX,22.86,0.1038,6.0,137.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,52EVi
P4cCzc039,2019,7,Stores,AXX,24.82,0.1128,30.0,744.6,HZlnatsW,yo2ZtUyf,HZln,yo2Z,P4cCz
P4cCzc039,2019,7,Stores,YXX,24.82,0.0549,5.0,124.1,HZlnatsW,yo2ZtUyf,HZln,yo2Z,P4cCz
52EVihM31,2019,7,Stores,AXX,22.86,0.1244,37.0,845.82,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,52EVi
Gc32oYA87,2019,7,Stores,YXX,14.48,0.0404,7.0,101.36,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Gc32o
hQjJxUI52,2019,7,Stores,AXX,12.8,0.6722,99.0,1267.2,xF4EZaTy,sldfL1J4,xF4E,sldf,hQjJx
hQjJxUI52,2019,7,Stores,YXX,12.8,0.0917,13.0,166.4,xF4EZaTy,sldfL1J4,xF4E,sldf,hQjJx
tfmHJH868,2019,7,Stores,AXX,23.77,0.403,82.0,1949.14,H80alU8y,qE16z6jO,H80a,qE16,tfmHJ
WEyHpmw12,2019,7,Stores,AXX,13.58,0.1973,18.0,244.44,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,WEyHp
WEyHpmw12,2019,7,Stores,YXX,21.48,0.0978,3.0,64.44,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,WEyHp
YhDFyMk67,2019,7,Stores,AXX,24.23,1.0272,305.0,7390.15,bwPDJC3m,xdDed-iG,bwPD,xdDe,YhDFy
YhDFyMk67,2019,7,Stores,YXX,24.23,0.1477,37.0,896.51,bwPDJC3m,xdDed-iG,bwPD,xdDe,YhDFy
URyV-_k17,2019,7,Stores,AXX,14.48,0.2611,48.0,695.04,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,URyV-
URyV-_k17,2019,7,Stores,YXX,18.83,0.0288,5.0,94.15,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,URyV-
PlZ1-PY70,2019,8,Stores,AXX,20.18,0.1497,19.0,383.42,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,PlZ1-
PlZ1-PY70,2019,8,Stores,YXX,26.21,0.0089,2.0,52.42,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,PlZ1-
BtTWel079,2019,8,Stores,AXX,15.88,0.3283,14.0,222.32,xF4EZaTy,AunzRwr2,xF4E,Aunz,BtTWe
BtTWel079,2019,8,Stores,YXX,14.11,0.1133,6.0,84.66,xF4EZaTy,AunzRwr2,xF4E,Aunz,BtTWe
BD-UquM27,2019,8,Stores,AXX,23.28,0.161,31.0,721.68,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,BD-Uq
BD-UquM27,2019,8,Stores,YXX,22.08,0.0508,5.0,110.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,BD-Uq
DSE6L6Y94,2019,8,Stores,AXX,19.68,0.4576,55.0,1082.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,DSE6L
DSE6L6Y94,2019,8,Stores,YXX,15.36,0.0582,10.0,153.6,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,DSE6L
zRHlAfA74,2019,8,Stores,AXX,18.18,0.599,120.0,2181.6,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,zRHlA
zRHlAfA74,2019,8,Stores,YXX,19.21,0.1299,13.0,249.73,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,zRHlA
3fb0rJg41,2019,8,Stores,YXX,25.5,0.054,5.0,127.5,HZlnatsW,14iCK1vp,HZln,14iC,3fb0r
3fb0rJg41,2019,8,Stores,AXX,25.5,0.0723,8.0,204.0,HZlnatsW,14iCK1vp,HZln,14iC,3fb0r
4sLyR7o80,2019,8,Stores,YXX,17.36,0.1123,7.0,121.52,HZlnatsW,14iCK1vp,HZln,14iC,4sLyR
TmUm9iQ20,2019,8,Stores,AXX,19.23,0.5323,45.0,865.35,HZlnatsW,yo2ZtUyf,HZln,yo2Z,TmUm9
TmUm9iQ20,2019,8,Stores,YXX,15.91,0.1295,6.0,95.46,HZlnatsW,yo2ZtUyf,HZln,yo2Z,TmUm9
4sLyR7o80,2019,8,Stores,AXX,18.68,0.6255499999999999,57.0,1064.76,HZlnatsW,14iCK1vp,HZln,14iC,4sLyR
Trk00TI57,2019,8,Stores,AXX,23.44,0.2362,58.0,1359.52,bwPDJC3m,xdDed-iG,bwPD,xdDe,Trk00
Trk00TI57,2019,8,Stores,YXX,23.44,0.0279,7.0,164.08,bwPDJC3m,xdDed-iG,bwPD,xdDe,Trk00
ZBeEZhA30,2019,8,Stores,AXX,30.51,0.1061,10.0,305.1,HZlnatsW,yo2ZtUyf,HZln,yo2Z,ZBeEZ
htWS-NY27,2019,8,Stores,YXX,14.36,0.0818,9.0,129.24,xF4EZaTy,AunzRwr2,xF4E,Aunz,htWS-
HQj3Vyg67,2019,8,Stores,AXX,18.03,0.1307,11.0,198.33,xF4EZaTy,AunzRwr2,xF4E,Aunz,HQj3V
HQj3Vyg67,2019,8,Stores,YXX,18.16,0.0759,2.0,36.32,xF4EZaTy,AunzRwr2,xF4E,Aunz,HQj3V
KmDY-V888,2019,8,Stores,AXX,18.58,0.1734,24.0,445.92,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KmDY-
KmDY-V888,2019,8,Stores,YXX,19.48,0.0518,3.0,58.44,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KmDY-
htWS-NY27,2019,8,Stores,AXX,19.68,0.7236,154.0,3030.72,xF4EZaTy,AunzRwr2,xF4E,Aunz,htWS-
j7pEj5Q10,2019,8,Stores,AXX,25.23,0.1837,42.0,1059.66,bwPDJC3m,xdDed-iG,bwPD,xdDe,j7pEj
j7pEj5Q10,2019,8,Stores,YXX,25.23,0.0877,6.0,151.38,bwPDJC3m,xdDed-iG,bwPD,xdDe,j7pEj
yYAY5pI85,2019,8,Stores,AXX,21.08,0.609,19.0,400.52,HZlnatsW,yo2ZtUyf,HZln,yo2Z,yYAY5
yYAY5pI85,2019,8,Stores,YXX,23.33,0.1284,4.0,93.32,HZlnatsW,yo2ZtUyf,HZln,yo2Z,yYAY5
XH8zvtQ30,2019,8,Stores,AXX,21.38,0.1681,29.0,620.02,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,XH8zv
I3rBHOE23,2019,8,Stores,YXX,14.67,0.223,20.0,293.4,HZlnatsW,yo2ZtUyf,HZln,yo2Z,I3rBH
4pI2GV416,2019,8,Stores,AXX,16.26,0.2922,57.0,926.82,xF4EZaTy,AunzRwr2,xF4E,Aunz,4pI2G
4pI2GV416,2019,8,Stores,YXX,16.26,0.013,5.0,81.3,xF4EZaTy,AunzRwr2,xF4E,Aunz,4pI2G
XH8zvtQ30,2019,8,Stores,YXX,23.96,0.0159,5.0,119.8,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,XH8zv
8brOx9Q68,2019,8,Stores,AXX,20.38,0.9236,32.0,652.16,HZlnatsW,yo2ZtUyf,HZln,yo2Z,8brOx
8brOx9Q68,2019,8,Stores,YXX,17.96,0.1424,8.0,143.68,HZlnatsW,yo2ZtUyf,HZln,yo2Z,8brOx
qq1eGVI12,2019,8,Stores,AXX,17.58,0.2067,46.0,808.68,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,qq1eG
qq1eGVI12,2019,8,Stores,YXX,14.48,0.0267999999999999,7.0,101.36,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,qq1eG
eKO4W0Q68,2019,8,Stores,AXX,24.08,0.1678,17.0,409.36,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,eKO4W
eKO4W0Q68,2019,8,Stores,YXX,25.33,0.0389,5.0,126.65,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,eKO4W
kNkxatw37,2019,8,Stores,YXX,17.83,0.0777,4.0,71.32,HZlnatsW,14iCK1vp,HZln,14iC,kNkxa
kNkxatw37,2019,8,Stores,AXX,17.48,0.0856,25.0,437.0,HZlnatsW,14iCK1vp,HZln,14iC,kNkxa
-qnpdKU51,2019,8,Stores,YXX,26.21,0.0338,4.0,104.84,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,-qnpd
Omiysc072,2019,8,Stores,AXX,21.38,0.0853,20.0,427.6,HZlnatsW,14iCK1vp,HZln,14iC,Omiys
3ekzj4017,2019,8,Stores,AXX,23.18,0.3429999999999999,85.0,1970.3,bwPDJC3m,xdDed-iG,bwPD,xdDe,3ekzj
3ekzj4017,2019,8,Stores,YXX,19.21,0.1086,10.0,192.1,bwPDJC3m,xdDed-iG,bwPD,xdDe,3ekzj
-qnpdKU51,2019,8,Stores,AXX,17.18,0.3245,72.0,1236.96,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,-qnpd
0buNITk59,2019,8,Stores,AXX,25.16,0.1356,15.0,377.4,xF4EZaTy,UIpuKoxR,xF4E,UIpu,0buNI
0buNITk59,2019,8,Stores,YXX,25.16,0.0534,4.0,100.64,xF4EZaTy,UIpuKoxR,xF4E,UIpu,0buNI
9n_f9g417,2019,8,Stores,AXX,24.56,0.0275,6.0,147.36,bwPDJC3m,xdDed-iG,bwPD,xdDe,9n_f9
MDdw28I62,2019,8,Stores,YXX,22.13,0.0367,5.0,110.65,bwPDJC3m,xdDed-iG,bwPD,xdDe,MDdw2
8m0kWFU52,2019,8,Stores,AXX,16.38,0.1918,27.0,442.26,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,8m0kW
8m0kWFU52,2019,8,Stores,YXX,20.96,0.0669,3.0,62.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,8m0kW
cWaS69427,2019,8,Stores,AXX,19.38,0.1961,30.0,581.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,cWaS6
cWaS69427,2019,8,Stores,YXX,23.96,0.0608,4.0,95.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,cWaS6
MDdw28I62,2019,8,Stores,AXX,22.13,0.194,26.0,575.38,bwPDJC3m,xdDed-iG,bwPD,xdDe,MDdw2
He0fYYc63,2019,8,Stores,AXX,23.28,0.3404,18.0,419.04,HZlnatsW,yo2ZtUyf,HZln,yo2Z,He0fY
He0fYYc63,2019,8,Stores,YXX,23.08,0.0818,3.0,69.24,HZlnatsW,yo2ZtUyf,HZln,yo2Z,He0fY
AW5BWIw83,2019,8,Stores,AXX,12.23,0.5085999999999999,76.0,929.48,xF4EZaTy,AunzRwr2,xF4E,Aunz,AW5BW
AW5BWIw83,2019,8,Stores,YXX,12.91,0.1055,3.0,38.73,xF4EZaTy,AunzRwr2,xF4E,Aunz,AW5BW
0xsTgc810,2019,8,Stores,AXX,22.69,0.0311,17.0,385.73,bwPDJC3m,xdDed-iG,bwPD,xdDe,0xsTg
E-x_2EA52,2019,8,Stores,AXX,18.23,0.6041,97.0,1768.31,xF4EZaTy,sldfL1J4,xF4E,sldf,E-x_2
E-x_2EA52,2019,8,Stores,YXX,12.91,0.1621,15.0,193.65,xF4EZaTy,sldfL1J4,xF4E,sldf,E-x_2
2Wza-PU13,2019,8,Stores,AXX,19.58,0.1883,46.0,900.68,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,2Wza-
emGnUXc99,2019,8,Stores,AXX,12.78,0.4363999999999999,124.0,1584.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,emGnU
aDUQ3Mw67,2019,8,Stores,AXX,11.88,0.3293,15.0,178.2,xF4EZaTy,AunzRwr2,xF4E,Aunz,aDUQ3
aDUQ3Mw67,2019,8,Stores,YXX,17.11,0.0189,6.0,102.66,xF4EZaTy,AunzRwr2,xF4E,Aunz,aDUQ3
I3rBHOE23,2019,8,Stores,AXX,13.33,0.6057,187.0,2492.71,HZlnatsW,yo2ZtUyf,HZln,yo2Z,I3rBH
2Wza-PU13,2019,8,Stores,YXX,14.48,0.0179,2.0,28.96,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,2Wza-
hBQJB-056,2019,8,Stores,AXX,20.28,0.7646000000000001,203.0,4116.84,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,hBQJB
hBQJB-056,2019,8,Stores,YXX,21.08,0.1187,22.0,463.76,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,hBQJB
R1lZ3Mw17,2019,8,Stores,AXX,16.96,0.4594,95.0,1611.2,bwPDJC3m,xdDed-iG,bwPD,xdDe,R1lZ3
R1lZ3Mw17,2019,8,Stores,YXX,16.96,0.0833,19.0,322.24,bwPDJC3m,xdDed-iG,bwPD,xdDe,R1lZ3
ZYjRHes44,2019,8,Stores,AXX,17.23,0.4259,62.0,1068.26,xF4EZaTy,AunzRwr2,xF4E,Aunz,ZYjRH
ZYjRHes44,2019,8,Stores,YXX,12.91,0.1107,8.0,103.28,xF4EZaTy,AunzRwr2,xF4E,Aunz,ZYjRH
b1gjvDw99,2019,8,Stores,AXX,15.37,0.1324,11.0,169.07,HZlnatsW,14iCK1vp,HZln,14iC,b1gjv
b1gjvDw99,2019,8,Stores,YXX,15.37,0.054,2.0,30.74,HZlnatsW,14iCK1vp,HZln,14iC,b1gjv
DLq38H829,2019,8,Stores,AXX,24.98,0.1309,46.0,1149.08,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,DLq38
DLq38H829,2019,8,Stores,YXX,22.68,0.0549,7.0,158.76,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,DLq38
GPtl_ho70,2019,8,Stores,AXX,17.68,0.2064,40.0,707.2,HZlnatsW,14iCK1vp,HZln,14iC,GPtl_
GPtl_ho70,2019,8,Stores,YXX,15.36,0.0958,4.0,61.44,HZlnatsW,14iCK1vp,HZln,14iC,GPtl_
mo0xcIg42,2019,8,Stores,YXX,18.08,0.0797,5.0,90.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,mo0xc
C1bjv-g73,2019,8,Stores,AXX,20.28,0.1427,21.0,425.88,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,C1bjv
C1bjv-g73,2019,8,Stores,YXX,24.08,0.0279,2.0,48.16,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,C1bjv
4uO4Noo46,2019,8,Stores,AXX,16.03,0.2304999999999999,61.0,977.83,xF4EZaTy,AunzRwr2,xF4E,Aunz,4uO4N
4uO4Noo46,2019,8,Stores,YXX,21.16,0.1094,8.0,169.28,xF4EZaTy,AunzRwr2,xF4E,Aunz,4uO4N
pKAOJM066,2019,8,Stores,AXX,20.48,0.5383,98.0,2007.04,xF4EZaTy,AunzRwr2,xF4E,Aunz,pKAOJ
pKAOJM066,2019,8,Stores,YXX,20.48,0.0517,6.0,122.88,xF4EZaTy,AunzRwr2,xF4E,Aunz,pKAOJ
f62tSWA47,2019,8,Stores,AXX,16.78,0.7184,226.0,3792.28,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,f62tS
Y__4RRM95,2019,8,Stores,AXX,20.78,0.0098,4.0,83.12,bwPDJC3m,xdDed-iG,bwPD,xdDe,Y__4R
Y__4RRM95,2019,8,Stores,YXX,20.78,0.087,3.0,62.34,bwPDJC3m,xdDed-iG,bwPD,xdDe,Y__4R
mo0xcIg42,2019,8,Stores,AXX,21.28,0.3266,69.0,1468.32,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,mo0xc
f62tSWA47,2019,8,Stores,YXX,12.23,0.0674,21.0,256.83,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,f62tS
iSYSVeg53,2019,8,Stores,AXX,17.84,0.2126,30.0,535.2,xF4EZaTy,sldfL1J4,xF4E,sldf,iSYSV
iSYSVeg53,2019,8,Stores,YXX,17.84,0.1003,7.0,124.88,xF4EZaTy,sldfL1J4,xF4E,sldf,iSYSV
h4NaW1c90,2019,8,Stores,YXX,20.21,0.0879,1.0,20.21,xF4EZaTy,AunzRwr2,xF4E,Aunz,h4NaW
h4NaW1c90,2019,8,Stores,AXX,20.21,0.078,17.0,343.57,xF4EZaTy,AunzRwr2,xF4E,Aunz,h4NaW
QQ8knME98,2019,8,Stores,AXX,15.11,0.4781,137.0,2070.07,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,QQ8kn
QQ8knME98,2019,8,Stores,YXX,14.44,0.0971,9.0,129.96,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,QQ8kn
HyQd3MA16,2019,8,Stores,AXX,19.84,0.1609,38.0,753.92,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,HyQd3
HyQd3MA16,2019,8,Stores,YXX,19.84,0.0834,8.0,158.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,HyQd3
kNpVu2o59,2019,8,Stores,AXX,22.75,0.0363,7.0,159.25,bwPDJC3m,xdDed-iG,bwPD,xdDe,kNpVu
kNpVu2o59,2019,8,Stores,YXX,22.75,0.0089,5.0,113.75,bwPDJC3m,xdDed-iG,bwPD,xdDe,kNpVu
b67FgJw34,2019,8,Stores,AXX,15.78,0.2911,75.0,1183.5,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,b67Fg
b67FgJw34,2019,8,Stores,YXX,14.23,0.0448,3.0,42.69,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,b67Fg
Nu2F6bg89,2019,8,Stores,AXX,22.72,0.2435999999999999,44.0,999.68,bwPDJC3m,xdDed-iG,bwPD,xdDe,Nu2F6
Nu2F6bg89,2019,8,Stores,YXX,22.72,0.1233,9.0,204.48,bwPDJC3m,xdDed-iG,bwPD,xdDe,Nu2F6
vj4sDn469,2019,8,Stores,AXX,20.48,0.4733,105.0,2150.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,vj4sD
UQIZIRc35,2019,8,Stores,AXX,12.78,0.4654,43.0,549.54,HZlnatsW,OzTP0IWS,HZln,OzTP,UQIZI
UQIZIRc35,2019,8,Stores,YXX,18.23,0.0267,4.0,72.92,HZlnatsW,OzTP0IWS,HZln,OzTP,UQIZI
9o87bMc84,2019,8,Stores,AXX,18.23,0.3321,25.0,455.75,HZlnatsW,yo2ZtUyf,HZln,yo2Z,9o87b
9o87bMc84,2019,8,Stores,YXX,14.91,0.0351,8.0,119.28,HZlnatsW,yo2ZtUyf,HZln,yo2Z,9o87b
vj4sDn469,2019,8,Stores,YXX,17.83,0.1018,17.0,303.11,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,vj4sD
1kx06yE77,2019,8,Stores,AXX,18.18,0.2111,45.0,818.1,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,1kx06
1kx06yE77,2019,8,Stores,YXX,22.21,0.0648,5.0,111.05,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,1kx06
PoA4x-085,2019,8,Stores,YXX,20.96,0.1337,20.0,419.2,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,PoA4x
vCsdCoA64,2019,8,Stores,AXX,17.18,0.109,22.0,377.96,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,vCsdC
vCsdCoA64,2019,8,Stores,YXX,19.21,0.0539,7.0,134.47,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,vCsdC
PoA4x-085,2019,8,Stores,AXX,18.38,0.6460999999999999,149.0,2738.62,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,PoA4x
oZKoYOU30,2019,8,Stores,AXX,21.73,0.7519,29.0,630.17,HZlnatsW,yo2ZtUyf,HZln,yo2Z,oZKoY
oZKoYOU30,2019,8,Stores,YXX,24.76,0.1913,7.0,173.32,HZlnatsW,yo2ZtUyf,HZln,yo2Z,oZKoY
mD27R8433,2019,8,Stores,AXX,17.68,0.4522,57.0,1007.76,HZlnatsW,14iCK1vp,HZln,14iC,mD27R
mD27R8433,2019,8,Stores,YXX,18.36,0.0723999999999999,7.0,128.52,HZlnatsW,14iCK1vp,HZln,14iC,mD27R
OxawqVs63,2019,8,Stores,AXX,18.28,0.2616,42.0,767.76,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Oxawq
OxawqVs63,2019,8,Stores,YXX,21.08,0.0569,7.0,147.56,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,Oxawq
_A664_412,2019,8,Stores,AXX,24.19,0.4886,132.0,3193.08,H80alU8y,qE16z6jO,H80a,qE16,_A664
_A664_412,2019,8,Stores,YXX,24.19,0.1123,19.0,459.61,H80alU8y,qE16z6jO,H80a,qE16,_A664
3oF50J042,2019,8,Stores,AXX,26.23,0.1726,23.0,603.29,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,3oF50
61LMLrI99,2019,8,Stores,AXX,19.11,0.4907,164.0,3134.04,bwPDJC3m,xdDed-iG,bwPD,xdDe,61LML
61LMLrI99,2019,8,Stores,YXX,19.11,0.0854,11.0,210.21,bwPDJC3m,xdDed-iG,bwPD,xdDe,61LML
4It1-fI21,2019,8,Stores,AXX,21.18,0.1283,29.0,614.22,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,4It1-
4It1-fI21,2019,8,Stores,YXX,23.21,0.0928,2.0,46.42,4ThiCT_Z,WeHSHJQJ,4Thi,WeHS,4It1-
NWpKkFc27,2019,8,Stores,YXX,22.96,0.0404,10.0,229.6,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,NWpKk
NWpKkFc27,2019,8,Stores,AXX,15.38,0.1947999999999999,52.0,799.76,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,NWpKk
oDsHk_U10,2019,8,Stores,AXX,17.58,0.2207,49.0,861.42,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,oDsHk
oDsHk_U10,2019,8,Stores,YXX,15.48,0.0185,8.0,123.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,oDsHk
CzbHWb461,2019,8,Stores,AXX,16.28,0.2261,29.0,472.12,xF4EZaTy,UIpuKoxR,xF4E,UIpu,CzbHW
CzbHWb461,2019,8,Stores,YXX,20.08,0.0783,9.0,180.72,xF4EZaTy,UIpuKoxR,xF4E,UIpu,CzbHW
mrAnhFI85,2019,8,Stores,AXX,17.01,0.64,154.0,2619.54,xF4EZaTy,AunzRwr2,xF4E,Aunz,mrAnh
mrAnhFI85,2019,8,Stores,YXX,17.46,0.1145,14.0,244.44,xF4EZaTy,AunzRwr2,xF4E,Aunz,mrAnh
VDFm0X892,2019,8,Stores,YXX,18.46,0.0233,6.0,110.76,xF4EZaTy,AunzRwr2,xF4E,Aunz,VDFm0
VDFm0X892,2019,8,Stores,AXX,17.01,0.1499,34.0,578.34,xF4EZaTy,AunzRwr2,xF4E,Aunz,VDFm0
X-_5Zeo12,2019,8,Stores,AXX,24.3,0.2657,48.0,1166.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,X-_5Z
X-_5Zeo12,2019,8,Stores,YXX,24.3,0.0368,8.0,194.4,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,X-_5Z
Wxxywwg72,2019,8,Stores,AXX,20.66,0.3919,87.0,1797.42,bwPDJC3m,xdDed-iG,bwPD,xdDe,Wxxyw
Wxxywwg72,2019,8,Stores,YXX,20.66,0.0784,7.0,144.62,bwPDJC3m,xdDed-iG,bwPD,xdDe,Wxxyw
3D6u9p054,2019,8,Stores,AXX,21.28,0.4641,118.0,2511.04,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,3D6u9
3D6u9p054,2019,8,Stores,YXX,25.08,0.1062,12.0,300.96,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,3D6u9
IY3dqBA49,2019,8,Stores,AXX,20.42,0.1604,40.0,816.8,bwPDJC3m,xdDed-iG,bwPD,xdDe,IY3dq
IY3dqBA49,2019,8,Stores,YXX,20.42,0.0948,5.0,102.1,bwPDJC3m,xdDed-iG,bwPD,xdDe,IY3dq
KrTM96w51,2019,8,Stores,AXX,20.28,0.2902,49.0,993.72,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KrTM9
KrTM96w51,2019,8,Stores,YXX,21.08,0.1075,6.0,126.48,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,KrTM9
lco5nL477,2019,8,Stores,AXX,20.58,0.2077,44.0,905.52,xF4EZaTy,AunzRwr2,xF4E,Aunz,lco5n
o1xNODo70,2019,8,Stores,YXX,17.95,0.0558,4.0,71.8,xF4EZaTy,AunzRwr2,xF4E,Aunz,o1xNO
97LHMGQ83,2019,8,Stores,AXX,20.11,0.182,40.0,804.4,H80alU8y,qE16z6jO,H80a,qE16,97LHM
97LHMGQ83,2019,8,Stores,YXX,20.11,0.0678,5.0,100.55,H80alU8y,qE16z6jO,H80a,qE16,97LHM
s86mqGM55,2019,8,Stores,AXX,21.42,0.1107,6.0,128.52,bwPDJC3m,xdDed-iG,bwPD,xdDe,s86mq
s86mqGM55,2019,8,Stores,YXX,21.42,0.079,3.0,64.26,bwPDJC3m,xdDed-iG,bwPD,xdDe,s86mq
o1xNODo70,2019,8,Stores,AXX,17.95,0.1616,67.0,1202.65,xF4EZaTy,AunzRwr2,xF4E,Aunz,o1xNO
5xZvgWo95,2019,8,Stores,AXX,17.18,0.2586,51.0,876.18,H80alU8y,qE16z6jO,H80a,qE16,5xZvg
5xZvgWo95,2019,8,Stores,YXX,23.21,0.0794,7.0,162.47,H80alU8y,qE16z6jO,H80a,qE16,5xZvg
2vtNwtI19,2019,8,Stores,AXX,16.78,0.5177,140.0,2349.2,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,2vtNw
2vtNwtI19,2019,8,Stores,YXX,12.23,0.0314,8.0,97.84,4ThiCT_Z,Mm5PoR88,4Thi,Mm5P,2vtNw
